1.028193E-05 4.062494E+01 1.000000E+00 1.000000E+00
2.292597E-05 9.058184E+01 9.999948E-01 9.999948E-01
3.561291E-05 1.407061E+02 9.999854E-01 9.999854E-01
4.837566E-05 1.911263E+02 9.999718E-01 9.999718E-01
6.124762E-05 2.419732E+02 9.999540E-01 9.999540E-01
7.426301E-05 2.933805E+02 9.999318E-01 9.999318E-01
8.745718E-05 3.454863E+02 9.999050E-01 9.999050E-01
1.008669E-04 3.984340E+02 9.998732E-01 9.998732E-01
1.145306E-04 4.523735E+02 9.998363E-01 9.998363E-01
1.284888E-04 5.074630E+02 9.997939E-01 9.997939E-01
1.427848E-04 5.638696E+02 9.997454E-01 9.997454E-01
1.574642E-04 6.217717E+02 9.996905E-01 9.996905E-01
1.725763E-04 6.813598E+02 9.996285E-01 9.996285E-01
1.881741E-04 7.428387E+02 9.995588E-01 9.995588E-01
2.043146E-04 8.064291E+02 9.994806E-01 9.994806E-01
2.210599E-04 8.723700E+02 9.993931E-01 9.993931E-01
2.384774E-04 9.409200E+02 9.992951E-01 9.992951E-01
2.566403E-04 1.012360E+03 9.991856E-01 9.991856E-01
2.756287E-04 1.086997E+03 9.990632E-01 9.990632E-01
2.955300E-04 1.165163E+03 9.989264E-01 9.989264E-01
3.164396E-04 1.247219E+03 9.987735E-01 9.987735E-01
3.384616E-04 1.333560E+03 9.986024E-01 9.986024E-01
3.617097E-04 1.424613E+03 9.984109E-01 9.984109E-01
3.863074E-04 1.520839E+03 9.981965E-01 9.981965E-01
4.123887E-04 1.622736E+03 9.979564E-01 9.979564E-01
4.400984E-04 1.730838E+03 9.976872E-01 9.976872E-01
4.695917E-04 1.845714E+03 9.973854E-01 9.973854E-01
5.010342E-04 1.967962E+03 9.970470E-01 9.970470E-01
5.346008E-04 2.098207E+03 9.966677E-01 9.966677E-01
5.704739E-04 2.237093E+03 9.962426E-01 9.962426E-01
6.088412E-04 2.385269E+03 9.957668E-01 9.957668E-01
6.498924E-04 2.543376E+03 9.952348E-01 9.952348E-01
6.938152E-04 2.712031E+03 9.946411E-01 9.946411E-01
7.407902E-04 2.891801E+03 9.939799E-01 9.939799E-01
7.909851E-04 3.083186E+03 9.932457E-01 9.932457E-01
8.445490E-04 3.286588E+03 9.924330E-01 9.924330E-01
9.016057E-04 3.502290E+03 9.915366E-01 9.915366E-01
9.622486E-04 3.730437E+03 9.905519E-01 9.905519E-01
1.026535E-03 3.971015E+03 9.894749E-01 9.894749E-01
1.094486E-03 4.223844E+03 9.883022E-01 9.883022E-01
1.166081E-03 4.488580E+03 9.870316E-01 9.870316E-01
1.241262E-03 4.764715E+03 9.856613E-01 9.856613E-01
1.319935E-03 5.051563E+03 9.841870E-01 9.841870E-01
1.401975E-03 5.348399E+03 9.826135E-01 9.826135E-01
1.487233E-03 5.654364E+03 9.809422E-01 9.809422E-01
1.575537E-03 5.968537E+03 9.791756E-01 9.791756E-01
1.666708E-03 6.289963E+03 9.773168E-01 9.773168E-01
1.760554E-03 6.617676E+03 9.753693E-01 9.753693E-01
1.856887E-03 6.950723E+03 9.733371E-01 9.733371E-01
1.955517E-03 7.288179E+03 9.712248E-01 9.712248E-01
2.056263E-03 7.629167E+03 9.690367E-01 9.690367E-01
2.158951E-03 7.972858E+03 9.667776E-01 9.667776E-01
2.263419E-03 8.318485E+03 9.644521E-01 9.644521E-01
2.369513E-03 8.665341E+03 9.620646E-01 9.620646E-01
2.477094E-03 9.012782E+03 9.596199E-01 9.596199E-01
2.586030E-03 9.360223E+03 9.571220E-01 9.571220E-01
2.696205E-03 9.707136E+03 9.545752E-01 9.545752E-01
2.807509E-03 1.005305E+04 9.519834E-01 9.519834E-01
2.919845E-03 1.039754E+04 9.493503E-01 9.493503E-01
3.033124E-03 1.074024E+04 9.466795E-01 9.466795E-01
3.147265E-03 1.108082E+04 9.439744E-01 9.439744E-01
3.262196E-03 1.141897E+04 9.412378E-01 9.412378E-01
3.377851E-03 1.175444E+04 9.384728E-01 9.384728E-01
3.494170E-03 1.208700E+04 9.356820E-01 9.356820E-01
3.611100E-03 1.241646E+04 9.328678E-01 9.328678E-01
3.728593E-03 1.274263E+04 9.300326E-01 9.300326E-01
3.846603E-03 1.306538E+04 9.271785E-01 9.271785E-01
3.965091E-03 1.338456E+04 9.243074E-01 9.243074E-01
4.084022E-03 1.370005E+04 9.214210E-01 9.214210E-01
4.203361E-03 1.401178E+04 9.185214E-01 9.185214E-01
