0.0 0.0126986669507
0.075 0.0130072889387
0.15 0.0133460065204
0.225 0.0137468579168
0.3 0.0142378413331
0.375 0.0148692918284
0.45 0.0158410502348
0.525 0.0173653163484
0.6 0.0193578336835
0.675 0.0222279315724
0.75 0.0249514104774
0.825 0.0279159374814
0.9 0.0325565976532
0.975 0.0389424955383
1.05 0.0501506806265
1.125 0.0674316434337
1.2 0.0956049382538
1.275 0.139605268952
1.35 0.220715058039
1.425 0.28072320638
1.5 0.350727211385
1.575 0.49169398485
1.65 0.571415954842
1.725 0.606425806145
1.8 0.643672519078
1.875 0.662798286552
1.95 0.687496848541
2.025 0.714835888517
2.1 0.734011517186
2.175 0.745830569168
2.25 0.748404065195
2.325 0.740124827205
2.4 0.726770605422
2.475 0.711061725925
2.55 0.694759490573
2.625 0.679469813397
2.7 0.663154645011
2.775 0.644740089431
2.85 0.624532482091
2.925 0.602834424522
3.0 0.583427919216
