1.027404E-05 5.276468E+01 1.000000E+00 1.000000E+00
2.288321E-05 1.143184E+02 9.999949E-01 9.999949E-01
3.553499E-05 1.748450E+02 9.999858E-01 9.999858E-01
4.826199E-05 2.349655E+02 9.999726E-01 9.999726E-01
6.109735E-05 2.950345E+02 9.999553E-01 9.999553E-01
7.407501E-05 3.553183E+02 9.999337E-01 9.999337E-01
8.722999E-05 4.160444E+02 9.999076E-01 9.999076E-01
1.005987E-04 4.774227E+02 9.998768E-01 9.998768E-01
1.142194E-04 5.396554E+02 9.998409E-01 9.998409E-01
1.281321E-04 6.029436E+02 9.997996E-01 9.997996E-01
1.423795E-04 6.674914E+02 9.997525E-01 9.997525E-01
1.570072E-04 7.335098E+02 9.996991E-01 9.996991E-01
1.720636E-04 8.012188E+02 9.996389E-01 9.996389E-01
1.876013E-04 8.708506E+02 9.995711E-01 9.995711E-01
2.036767E-04 9.426520E+02 9.994951E-01 9.994951E-01
2.203513E-04 1.016887E+03 9.994100E-01 9.994100E-01
2.376914E-04 1.093837E+03 9.993148E-01 9.993148E-01
2.557697E-04 1.173809E+03 9.992083E-01 9.992083E-01
2.746653E-04 1.257132E+03 9.990893E-01 9.990893E-01
2.944644E-04 1.344160E+03 9.989563E-01 9.989563E-01
3.152612E-04 1.435281E+03 9.988075E-01 9.988075E-01
3.371586E-04 1.530911E+03 9.986410E-01 9.986410E-01
3.602688E-04 1.631499E+03 9.984547E-01 9.984547E-01
3.847138E-04 1.737531E+03 9.982460E-01 9.982460E-01
4.106257E-04 1.849528E+03 9.980121E-01 9.980121E-01
4.381476E-04 1.968044E+03 9.977497E-01 9.977497E-01
4.674328E-04 2.093668E+03 9.974554E-01 9.974554E-01
4.986449E-04 2.227019E+03 9.971252E-01 9.971252E-01
5.319566E-04 2.368738E+03 9.967546E-01 9.967546E-01
5.675485E-04 2.519481E+03 9.963389E-01 9.963389E-01
6.056064E-04 2.679907E+03 9.958729E-01 9.958729E-01
6.463186E-04 2.850663E+03 9.953511E-01 9.953511E-01
6.898715E-04 3.032363E+03 9.947678E-01 9.947678E-01
7.364451E-04 3.225566E+03 9.941169E-01 9.941169E-01
7.862071E-04 3.430756E+03 9.933925E-01 9.933925E-01
8.393073E-04 3.648308E+03 9.925887E-01 9.925887E-01
8.958710E-04 3.878471E+03 9.916998E-01 9.916998E-01
9.559940E-04 4.121343E+03 9.907205E-01 9.907205E-01
1.019737E-03 4.376857E+03 9.896461E-01 9.896461E-01
1.087124E-03 4.644767E+03 9.884727E-01 9.884727E-01
1.158139E-03 4.924654E+03 9.871969E-01 9.871969E-01
1.232729E-03 5.215935E+03 9.858168E-01 9.858168E-01
1.310804E-03 5.517878E+03 9.843311E-01 9.843311E-01
1.392243E-03 5.829588E+03 9.827363E-01 9.827363E-01
1.476900E-03 6.150152E+03 9.810366E-01 9.810366E-01
1.564608E-03 6.478564E+03 9.792342E-01 9.792342E-01
1.655188E-03 6.813783E+03 9.773318E-01 9.773318E-01
